Row,Registration,Zipcode,Age,Partner_company,Friend_promo,Contract_period,Lifetime,Class_registration_weekly,Avg_additional_charges_total,Cancellation_freq,Exited,
17176,2891083,57328,40,1,1,1,3,1.38,61,0.33,1,
17177,2891152,29941,25,1,0,12,3,2.43,164.32,0.21,0,
17178,2891244,57328,38,1,0,1,3,1.71,98.4,0.15,0,
17179,2891249,29941,61,1,1,12,6,0.61,176.64,0.28,1,
17180,2891298,33726,42,1,1,1,7,0.78,98.23,0.12,1,
17181,2891310,57328,49,0,1,12,2,0.94,200.3333333,0.09,0,
17182,2891359,57328,50,1,0,12,7,1.73,242.3333333,0.02,0,
17183,2891363,57328,37,0,1,12,3,1.11,236.32,0.02,0,
17184,2891416,29941,37,1,1,1,1,0.21,155.61,0,0,
17185,2891633,57328,42,0,1,1,3,3.81,259,0,0,
17186,2892115,29941,35,1,1,1,3,1.03,161.5,0.41,1,
17187,2892323,29941,64,0,0,1,3,0.76,15.17,0.07,1,
17188,2892512,57328,30,1,0,1,9,1.04,155.04,0.04,0,
17189,2892530,29941,27,1,0,6,2,2.07,190.6666667,0.27,0,
17190,2892563,57328,25,1,0,12,5,1.87,159.6666667,0.15,0,
17191,2892789,29941,22,1,1,1,3,0.77,186.3,0.32,1,
17192,2892836,29941,40,0,0,1,4,0.81,33.06,0.03,1,
17193,2892857,29941,44,1,1,12,4,0.6,147.68,0.22,1,
17194,2893094,57328,36,1,0,12,7,2.89,180.54,0.29,0,
17195,2893198,57328,36,0,1,1,5,2.26,167.44,0.21,0,
17196,2893208,57328,41,1,0,12,8,2.5,188.72,0.34,0,
17197,2893318,29941,29,1,0,12,3,0.9,186.6666667,0,0,
17198,2894018,29941,33,1,0,1,2,1.53,197,0.1,0,
17199,2894069,57328,26,1,0,6,10,1.91,250.69,0.06,0,
17200,2894118,29941,38,1,0,1,2,1.67,180.4,0.58,1,
17201,2894119,29941,41,1,0,1,3,1.75,180,0.25,0,
17202,2894144,57328,25,0,1,12,2,2.77,202.52,0.22,0,
17203,2894153,29941,42,1,0,6,10,1.06,211,0,0,
17204,2894449,29941,30,0,1,12,9,1.4,193.98,0,0,
17205,2894707,29941,39,0,1,1,1,0.57,90.28,0.22,1,
17206,2894809,57328,67,1,1,6,1,1.24,65.12,0.43,1,
17207,2894885,29941,40,0,1,1,4,2.53,239.6666667,0.19,0,
17208,2894965,57328,29,0,1,6,2,0.99,231.6666667,0,0,
17209,2895100,29941,27,0,1,12,6,0.69,228,0.05,0,
17210,2895485,57328,32,1,0,6,5,3.39,241.6666667,0.16,0,
17211,2895546,57328,19,1,0,12,3,2,150.93,0,0,
17212,2895625,57328,30,0,1,6,4,2.4,156.75,0.15,0,
17213,2895644,29941,64,0,1,12,2,0.76,92.91,0,0,
17214,2895686,29941,31,1,0,6,6,2.5,211.2,0.18,0,
17215,2895833,29941,61,0,1,1,3,1.22,72,0.25,1,
17216,2895897,29941,29,1,0,12,6,1.77,212,0,0,
17217,2896007,57328,36,0,1,1,5,1.65,161.12,0.11,0,
17218,2896036,29941,37,0,1,12,4,2.5,171.3333333,0.11,0,
17219,2896101,29941,35,0,1,12,4,2.27,133.92,0.13,0,
17220,2896111,57328,36,1,0,1,4,3.02,198.3333333,0,0,
17221,2896157,57328,33,1,0,12,9,1.94,164.03,0.06,0,
17222,2896221,33726,38,1,1,1,2,1.29,157.99,0.24,1,
17223,2896354,57328,49,1,0,12,8,2.84,144,0.13,0,
17224,2896605,29941,40,0,1,12,3,1.55,232.2,0.18,0,
17225,2897050,57328,58,0,1,1,4,2.15,243.3333333,0.01,0,
17226,2897107,29941,35,1,0,12,5,2.52,245,0.11,0,
17227,2897353,29941,45,0,0,12,2,2.6,121.26,0.86,1,
17228,2897717,57328,43,1,0,12,5,1.09,170.1,0.01,0,
17229,2897817,57328,33,0,1,12,6,1.98,96.25,0.08,0,
17230,2897989,57328,21,1,0,12,3,3.61,194.3333333,0.5,0,
17231,2898074,57328,42,0,1,12,3,3.19,159.12,0.19,0,
17232,2898131,29941,42,1,0,12,4,1.67,265.62,0.26,0,
17233,2898232,57328,29,1,0,1,5,1.35,218,0,0,
17234,2898273,57328,33,0,1,12,6,1.66,253,0.12,0,
17235,2898350,57328,35,1,0,1,5,1.46,120.79,0.16,0,
17236,2898373,57328,35,0,1,1,2,2.47,205.2,0.16,0,
17237,2898669,57328,37,0,1,12,3,2.16,222,0.09,0,
17238,2898864,57328,39,0,1,6,2,1.68,239.72,0.17,0,
17239,2899020,57328,38,0,1,12,2,2.82,110.4,0.17,0,
17240,2899065,29941,37,1,0,12,3,2.72,276.6666667,0.07,0,
17241,2899141,29941,31,0,1,12,5,1.62,87.98,0.05,0,
17242,2899311,29941,24,0,1,12,3,1.65,151.41,0.1,0,
17243,2899390,57328,27,1,0,12,4,0.74,276.57,0,0,
17244,2899843,57328,34,0,1,6,4,2.39,237,0.01,0,
17245,2899998,33726,69,1,0,1,3,1.6,136.95,0.58,1,
17246,2900099,57328,48,1,0,1,4,2.26,261.3333333,0.04,0,
17247,2900235,29941,35,0,0,6,9,0.99,241,0.03,0,
17248,2900251,29941,40,1,1,1,2,1.72,109.92,0.49,1,
17249,2900467,57328,24,1,0,6,7,2.65,223.6,0.1,0,
17250,2900483,29941,52,1,1,12,3,0.32,69.58,0.04,1,
17251,2900568,57328,26,1,0,12,8,1.83,139.68,0.25,0,
17252,2900602,29941,28,0,0,1,2,0.3,10.6,0.1,1,
17253,2900809,29941,36,1,1,6,8,1.4,220,0.09,0,
17254,2900823,29941,62,0,0,12,7,1.65,123.54,0.45,1,
17255,2900879,29941,42,1,0,1,6,1.98,200,0.13,0,
17256,2900899,29941,31,1,0,12,8,2.32,197.69,0,0,
17257,2901001,57328,38,1,0,12,9,2.55,138.18,0.32,0,
17258,2901644,29941,47,0,0,12,3,0.42,105.57,0.14,1,
17259,2901712,57328,27,0,1,12,3,1.41,105.56,0.13,0,
17260,2901808,57328,30,1,0,1,2,2.75,201,0.17,0,
17261,2902089,57328,46,1,0,12,2,1.65,167.9,0.16,0,
17262,2902168,57328,37,0,1,1,4,1.49,253,0.03,0,
17263,2902346,29941,21,1,0,12,7,1.42,233.58,0.14,0,
17264,2902417,29941,37,0,1,1,4,1.85,163,0.02,0,
17265,2902600,29941,35,1,0,12,8,2.02,175.6666667,0.19,0,
17266,2902629,57328,30,0,1,12,3,1.06,158.85,0.08,0,
17267,2902945,57328,35,1,1,12,2,1.96,197,0,0,
17268,2903023,29941,32,1,0,12,9,2.13,255,0,0,
17269,2903132,29941,44,1,1,1,1,1.88,41.34,0.11,1,
17270,2903183,29941,24,0,1,12,7,3.1,209.56,0.07,0,
17271,2903210,57328,28,0,1,6,7,2.21,209,0.12,0,
17272,2903375,57328,29,1,0,1,2,0,272.3333333,0,0,
17273,2903464,57328,34,0,1,6,6,1.05,251.3333333,0.12,0,
17274,2903553,57328,76,1,0,6,4,0.18,116.5,0,0,
17275,2903767,57328,28,0,1,12,5,1.12,169.32,0.12,0,
17276,2903983,57328,44,1,1,1,5,2.29,229,0,0,
17277,2904022,29941,26,0,1,1,5,0.19,251.3333333,0,0,
17278,2904197,57328,35,1,0,12,11,1.31,195,0.04,0,
17279,2904234,57328,30,1,0,1,4,2.28,188.5,0.04,0,
17280,2904239,57328,30,1,0,1,3,2.05,223.66,0.03,0,
17281,2904266,57328,29,0,1,6,6,1.81,225.3333333,0.22,0,
17282,2904301,29941,30,0,0,1,7,2.13,93.6,0.27,0,
17283,2904331,29941,28,0,0,1,5,0.9,90.72,0.31,1,
17284,2904795,29941,30,0,0,1,7,0.34,131.4,0.1,1,
17285,2904925,29941,49,1,1,1,1,2.13,151.8,0.65,1,
17286,2904939,29941,27,1,0,6,3,1.46,161.7,0.12,0,
17287,2904960,57328,32,1,0,12,15,1.49,283.3333333,0.05,0,
17288,2905145,29941,41,1,1,1,2,1.24,107.64,0.4,1,
17289,2905191,29941,49,1,1,12,5,0.52,105.34,0.12,1,
17290,2905256,29941,34,1,0,12,5,0.79,238.6666667,0,0,
17291,2905259,29941,39,1,1,1,4,0.92,9.8,0.16,1,
17292,2905317,57328,38,1,0,12,7,0.9,160.6,0,0,
17293,2905374,57328,39,0,0,6,7,1.09,177.66,0,0,
17294,2905557,29941,48,1,0,1,4,0.16,107.64,0.08,1,
17295,2905640,57328,28,1,0,6,7,2,195.3333333,0,0,
17296,2905649,29941,38,1,0,12,2,1.43,243.3333333,0,0,
17297,2906194,29941,60,1,0,6,2,2.33,153.86,0.22,0,
17298,2906204,29941,36,1,0,1,4,2.96,196.6666667,0.09,0,
17299,2906420,57328,43,0,0,6,2,0.5,108.1,0.15,1,
17300,2906484,29941,55,0,0,6,2,0.52,239.23,0.2,1,
17301,2906625,57328,38,0,1,12,9,1.64,233.6666667,0.03,0,
17302,2907026,57328,44,0,1,1,3,1.85,228.3333333,0.03,0,
17303,2907143,29941,52,1,1,1,3,0.27,47.38,0.09,1,
17304,2907187,29941,54,0,1,12,8,0.27,113.94,0.01,0,
17305,2907221,29941,32,0,1,6,7,1.12,183.06,0.08,0,
17306,2907242,29941,44,1,0,1,3,0.53,97.65,0.18,1,
17307,2907316,29941,39,1,0,12,5,2.89,257,0.28,0,
17308,2907322,29941,28,0,1,12,9,2.16,220.6666667,0,0,
17309,2907436,57328,40,0,1,1,4,0.43,221.3333333,0,0,
17310,2907509,57328,39,0,1,1,4,2.9,157.92,0.32,0,
17311,2907794,57328,29,1,1,1,2,2.01,226.84,0.18,0,
17312,2907853,33726,48,1,0,12,2,0.72,73.15,0.26,1,
17313,2908051,57328,30,0,0,1,4,1.11,233.75,0.33,1,
17314,2908220,57328,34,0,0,6,8,2.29,228.5,0.16,0,
17315,2908253,29941,50,0,1,1,6,2.19,174,0.17,0,
17316,2908314,57328,29,1,1,12,4,1.52,235.32,0.15,0,
17317,2908452,29941,45,0,1,1,3,0.87,230,0.07,0,
17318,2908957,29941,31,1,0,12,6,1.35,192.3333333,0.2,0,
17319,2908974,29941,40,1,0,6,5,1.16,232.3333333,0,0,
17320,2909035,29941,54,0,0,1,3,1.95,62.88,0.19,1,
17321,2909259,57328,28,1,0,6,6,1.98,215.3333333,0,0,
17322,2909282,57328,47,1,1,12,11,1.41,186,0.2,0,
17323,2909366,57328,47,1,0,12,5,1.81,212.3,0.12,0,
17324,2909524,57328,33,1,0,6,2,1.39,193.29,0.11,0,
17325,2909730,57328,38,1,0,12,2,1.43,193.6666667,0.18,0,
17326,2909747,29941,37,1,0,6,4,0.26,117.45,0,0,
17327,2909958,57328,36,0,1,1,2,1.2,165.48,0.05,0,
17328,2910212,29941,24,1,1,1,6,1.3,145.5,0.03,0,
17329,2910223,57328,42,1,0,12,2,1.66,194.94,0.15,0,
17330,2910256,29941,31,1,1,6,7,1.38,217,0.09,0,
17331,2910260,57328,34,1,0,6,1,3.27,162.98,0.18,0,
17332,2910381,29941,62,1,0,1,5,0.86,124.44,0.01,0,
17333,2910615,57328,39,1,0,12,4,1.48,203.84,0.06,0,
17334,2911144,57328,33,0,1,12,5,2.19,142.14,0,0,
17335,2911304,57328,45,1,1,1,3,1.88,233.75,0.17,0,
17336,2911479,57328,55,1,1,12,5,2.26,269.6666667,0,0,
17337,2911606,29941,72,1,0,6,5,1.94,195,0.14,0,
17338,2911655,57328,37,0,1,1,9,0.86,192.3333333,0,0,
17339,2911774,57328,47,1,1,1,5,0.89,196.2,0.3,1,
17340,2911877,57328,31,1,0,12,9,2.67,143.82,0.12,0,
17341,2912027,57328,36,1,0,1,9,2.68,209,0.01,0,
17342,2912048,57328,35,1,1,1,3,1.09,130.66,0.19,1,
17343,2912274,57328,40,0,1,12,4,1.88,144.04,0,0,
17344,2912315,57328,33,1,0,1,2,1.37,252,0,0,
17345,2912813,57328,28,0,1,12,7,0.13,283.3333333,0,0,
17346,2912918,29941,36,1,1,1,2,1.98,160.8,0.76,1,
17347,2913063,29941,68,1,1,1,2,1.46,114.24,0.41,1,
17348,2913142,29941,21,1,0,12,5,1.2,210.3333333,0.01,0,
17349,2913174,29941,58,0,0,12,2,1.44,82.68,0.11,1,
17350,2913332,57328,42,1,0,1,3,0.61,267,0,0,
17351,2913520,57328,50,1,0,12,5,0.17,192.3333333,0,0,
17352,2913566,29941,27,0,1,12,9,0,232,0,0,
17353,2913601,57328,19,0,0,1,1,3.27,254.3333333,0.25,0,
17354,2913604,57328,28,0,0,12,2,1.82,208.38,0.13,0,
17355,2913716,57328,50,1,0,1,3,1.24,249.3333333,0.12,0,
17356,2913733,57328,30,1,0,12,3,0.51,138.33,0,0,
17357,2913793,29941,31,1,0,12,3,3.13,195.99,0.16,0,
17358,2913911,57328,31,1,0,12,2,2.58,283.3333333,0.25,0,
17359,2913936,29941,52,0,0,12,3,0.97,131.04,0.31,1,
17360,2913984,29941,38,1,0,12,5,1.9,257.6666667,0,0,
17361,2914013,57328,38,0,1,1,3,1.15,197.6666667,0.14,0,
17362,2914228,29941,28,1,0,12,2,1.56,225.3333333,0,0,
17363,2914238,57328,30,1,0,12,7,2.86,190.49,0.11,0,
17364,2914252,57328,36,1,0,1,2,2.88,209.6666667,0,0,
17365,2914256,57328,28,1,1,12,7,1.95,282,0.04,0,
17366,2914257,57328,43,0,1,12,8,1.43,211.6666667,0.05,0,
17367,2914327,57328,47,0,0,1,2,1.27,118.35,0.4,1,
17368,2914398,57328,35,0,1,1,6,0,241,0,0,
17369,2914424,29941,30,0,1,12,3,1.04,185.76,0,0,
17370,2914454,33726,33,0,0,12,2,0.82,174,0.23,1,
17371,2914467,29941,44,0,0,1,3,0.98,18.88,0.13,1,
17372,2914487,29941,33,0,1,1,2,1.02,148.48,0.02,0,
17373,2914559,57328,36,1,0,12,2,2.43,96.46,0.1,0,
17374,2914599,29941,52,0,0,12,4,1.4,75.81,0.19,1,
17375,2914748,57328,50,1,0,12,13,1.88,199,0.24,0,
17376,2915015,57328,31,1,0,12,2,0.95,239.56,0.02,0,
17377,2915104,29941,29,1,0,6,4,1.74,140.63,0.23,0,
17378,2915210,57328,34,1,0,12,5,0.51,206.6666667,0.01,0,
17379,2915230,29941,53,0,0,12,2,0.9,96.8,0.37,1,
17380,2915534,29941,24,0,1,12,10,1.36,177.76,0,0,
17381,2915888,57328,25,1,0,1,2,2.28,159.6,0.25,0,
17382,2916082,57328,25,1,0,12,1,2.04,126.48,0,0,
17383,2916113,29941,43,0,0,1,3,1.48,66.22,0.04,1,
17384,2916179,29941,30,1,1,1,2,0,127.65,0,1,
17385,2916308,29941,55,0,0,12,4,0.83,112.85,0.36,1,
17386,2916651,29941,37,1,0,12,3,1.27,94.56,0.12,0,
17387,2916803,57328,32,0,1,12,4,2.45,229,0.06,0,
17388,2916824,29941,61,1,1,6,3,1.23,62.4,0.15,1,
17389,2916899,29941,33,0,1,12,6,2.78,270.6,0,0,
17390,2916971,29941,40,0,1,12,1,1.71,220.3333333,0.08,0,
17391,2917218,29941,34,1,0,6,2,1.73,175,0.24,0,
17392,2917628,29941,52,1,0,12,3,0.84,165.92,0.22,1,
17393,2917966,29941,44,0,0,1,4,1.88,178,0.09,0,
17394,2918126,57328,39,1,0,1,7,1.78,237.36,0.29,0,
17395,2918261,57328,30,0,1,12,2,0.54,128.15,0,0,
17396,2918349,57328,33,1,0,12,8,2.39,133.64,0.16,0,
17397,2918458,57328,46,0,1,1,4,2.67,214.3333333,0.42,0,
17398,2918547,33726,39,0,0,1,5,0.06,25.44,0,1,
17399,2918832,57328,44,1,0,12,2,1.84,245.76,0.01,0,
17400,2918863,57328,40,1,1,6,6,1.52,97.18,0,0,
17401,2918879,29941,35,1,0,12,6,1.94,177.6,0.06,0,
17402,2918884,57328,36,1,0,12,4,1.46,220.59,0.14,0,
17403,2918951,29941,42,1,1,12,2,1.11,107.8,0.32,1,
17404,2919195,29941,41,0,1,1,12,2.01,204.3333333,0,0,
17405,2919206,29941,36,1,0,1,5,2.85,223.3,0.24,0,
17406,2919229,29941,52,0,0,1,3,0.81,196.56,0.21,1,
17407,2919528,57328,27,0,1,12,3,2.39,254.3333333,0.29,0,
17408,2919530,29941,36,0,1,1,2,1.75,207.76,0.01,0,
17409,2919583,57328,37,0,1,1,2,1.84,146.02,0.25,0,
17410,2919627,57328,35,1,0,12,3,3.09,168.48,0.17,0,
17411,2919708,57328,35,1,0,12,6,2,196.6666667,0.09,0,
17412,2919739,29941,30,0,1,1,6,2.22,201.26,0.34,0,
17413,2919757,57328,24,1,0,1,7,1.42,193.8,0.02,0,
17414,2919802,29941,54,1,1,12,3,0.13,49.4,0.04,1,
17415,2919846,57328,25,0,1,12,8,1.04,213.4,0.07,0,
17416,2919916,33726,47,0,0,1,3,1.2,87.75,0.19,1,
17417,2919972,57328,82,0,1,12,11,0.56,172.97,0,0,
17418,2920080,29941,59,1,1,1,1,2.31,85.12,0,1,
17419,2920160,57328,23,1,0,12,10,0.41,258.3333333,0,0,
17420,2920219,29941,65,0,1,1,4,2.51,149.76,0.27,0,
17421,2920230,29941,39,0,1,12,3,2.92,173.25,0.06,0,
17422,2920428,29941,47,1,0,12,3,2.35,236,0.16,0,
17423,2920994,33726,31,0,1,12,4,0.99,215.18,0.37,1,
17424,2921047,29941,41,0,1,1,4,0.91,186.45,0.01,0,
17425,2921101,29941,36,0,1,6,10,1.74,200.6666667,0.11,0,
17426,2921245,29941,27,1,0,6,3,0.92,131.85,0.03,0,
17427,2921423,29941,40,1,0,1,6,1.8,216,0.13,0,
17428,2921482,57328,30,1,0,6,4,1.82,244.6666667,0.02,0,
17429,2921641,57328,45,1,0,6,8,1.42,108.56,0.05,0,
17430,2921666,29941,43,1,0,1,6,1.45,234,0.04,0,
17431,2921668,57328,46,0,1,12,6,1.52,189.6666667,0.19,0,
17432,2921993,33726,36,1,0,6,10,1.34,149.96,0.05,0,
17433,2922046,29941,41,1,0,12,6,2.19,182.6666667,0.28,0,
17434,2922073,33726,58,0,0,12,5,1.48,160.68,0.19,1,
17435,2922117,29941,36,0,1,1,3,1.22,134.64,0,0,
17436,2922220,29941,30,1,0,12,4,0.99,128.38,0.12,0,
17437,2922550,33726,55,1,1,1,3,0.43,141.3,0.11,1,
17438,2922696,29941,52,0,1,12,5,1.2,173.68,0.16,0,
17439,2922737,33726,25,0,0,6,2,1.43,127.89,0.26,1,
17440,2922755,29941,29,0,1,12,5,1.23,242.6666667,0.03,0,
17441,2922803,29941,40,1,0,6,8,1.31,189.6666667,0.07,0,
17442,2922814,29941,47,1,1,12,2,0.88,171,0.31,1,
17443,2923148,57328,29,1,0,12,2,1.65,218.3333333,0.16,0,
17444,2923213,57328,67,0,1,6,13,2.34,185.3333333,0.1,0,
17445,2923534,29941,39,0,0,1,4,0.03,112.8,0.02,1,
17446,2923884,57328,27,1,0,12,8,3.11,223.6666667,0,0,
17447,2923949,57328,37,1,0,12,3,2.69,72.8,0.37,0,
17448,2923994,29941,44,0,1,12,3,2.44,251,0.13,0,
17449,2924025,57328,30,0,0,12,10,1.34,188.6666667,0.06,0,
17450,2924049,29941,35,0,1,12,4,0.99,277.76,0,0,
17451,2924051,57328,37,1,0,12,2,1.48,235.3333333,0,0,
17452,2924056,57328,43,0,1,12,5,1.55,204.6666667,0.15,0,
17453,2924172,57328,29,1,0,6,5,2.04,231.6666667,0,0,
17454,2924272,57328,37,1,0,12,8,3.23,142.88,0.48,0,
17455,2924323,29941,32,0,1,12,2,2.4,111.36,0.15,0,
17456,2924331,33726,51,0,0,1,4,0.14,118.08,0.03,1,
17457,2924716,57328,27,0,1,1,2,3.27,253.3333333,0.35,0,
17458,2924914,29941,24,0,1,1,2,2.06,168.52,0.17,0,
17459,2924934,57328,41,0,1,12,7,1.39,166.98,0,0,
17460,2924972,29941,37,0,1,12,2,1.17,238.3333333,0.09,0,
17461,2924993,29941,32,1,0,12,5,0.43,248.6666667,0,0,
17462,2925054,57328,34,1,0,1,8,0.67,231.28,0,0,
17463,2925231,57328,34,1,0,12,2,2.41,175.42,0.02,0,
17464,2925241,57328,41,1,0,1,5,2.21,247.3333333,0.16,0,
17465,2925309,57328,37,0,1,6,4,3.87,216.6666667,0.37,0,
17466,2925345,29941,30,0,1,12,4,2.96,167.6666667,0.09,0,
17467,2925452,57328,39,1,0,12,3,2.76,198.3333333,0.2,0,
17468,2925539,29941,33,0,1,12,13,0.56,258.3333333,0.06,0,
17469,2925639,33726,35,1,1,6,2,0.76,105.12,0.08,1,
17470,2925774,29941,40,1,0,6,4,1.35,187,0.17,0,
17471,2926156,57328,35,0,1,1,4,1.41,253,0.23,0,
17472,2926480,29941,33,1,0,6,8,0.96,231,0.03,0,
17473,2926583,57328,43,0,1,1,4,0.67,283.3333333,0.08,0,
17474,2926796,29941,32,0,1,12,7,3.04,127.2,0,0,
17475,2926906,29941,31,0,1,12,5,2.54,226.6,0.02,0,
17476,2926955,33726,67,0,1,12,2,1.73,177.99,0.04,0,
17477,2926966,57328,34,0,0,1,2,0.75,176.29,0.28,1,
17478,2926990,57328,45,0,1,1,4,0.63,222.3,0,1,
17479,2927093,57328,36,1,0,12,5,1.74,222.07,0.17,0,
17480,2927117,57328,72,0,1,6,2,2.63,273.3333333,0.18,0,
17481,2927205,57328,33,1,1,12,8,2.7,164.08,0.12,0,
17482,2927252,29941,33,0,1,6,7,2.14,179.54,0.11,0,
17483,2927705,29941,40,1,1,1,2,0.58,185.84,0.18,1,
17484,2927722,57328,59,1,1,1,3,1.42,208.2,0.34,1,
17485,2927735,29941,54,0,1,1,5,2.16,154.37,0.09,0,
17486,2927803,57328,28,1,1,12,7,0.19,72.15,0,0,
17487,2928273,29941,36,0,1,12,1,0.89,236.16,0.02,0,
17488,2928561,29941,27,0,1,1,7,1.29,216.6666667,0.12,0,
17489,2928594,29941,50,1,1,1,4,1.35,86.39,0.22,1,
17490,2928595,29941,40,0,1,1,7,0.32,174.42,0.12,1,
17491,2928693,29941,54,1,0,1,4,1.53,247.3333333,0.08,0,
17492,2928730,57328,29,1,1,12,3,0.58,208.52,0.05,0,
17493,2928951,29941,55,0,1,12,6,2.18,222,0.33,0,
17494,2929234,57328,31,0,0,6,3,2.27,255.6666667,0.18,0,
17495,2929374,33726,45,0,0,6,3,1.32,35.25,0.04,1,
17496,2929747,57328,39,0,1,1,3,2.3,268.3333333,0.29,0,
17497,2929799,29941,29,1,1,1,5,0.59,102.48,0.26,1,
17498,2929873,29941,30,1,0,1,8,1.46,247.3333333,0.09,0,
17499,2930214,29941,40,1,1,6,5,0.23,151.65,0.1,1,
17500,2930249,33726,55,0,0,12,4,1.27,53.76,0.16,1,
17501,2930275,29941,35,0,1,12,3,1.45,283,0.11,0,
17502,2930323,57328,34,1,0,12,2,1.61,211,0.08,0,
17503,2930328,29941,41,1,0,12,6,0.62,239.3333333,0.07,0,
17504,2930382,57328,35,1,0,1,6,1.28,218.6666667,0,0,
17505,2930409,29941,44,1,0,12,5,1.07,244,0.07,0,
17506,2930468,29941,29,1,1,1,2,1.4,221.65,0.05,0,
17507,2930586,57328,33,1,0,12,3,1.03,131.04,0.05,0,
17508,2930787,29941,46,1,1,6,2,0.92,174.8,0.32,1,
17509,2930809,57328,26,1,1,1,7,0.89,206.55,0,0,
17510,2930865,57328,27,1,0,12,2,0.93,120.96,0.05,0,
17511,2930943,57328,49,1,1,6,4,0.42,32.45,0.15,1,
17512,2931176,57328,44,1,0,12,7,1.58,163.08,0,0,
17513,2931250,57328,35,0,1,6,3,1.47,220,0.11,0,
17514,2931286,57328,37,0,1,12,8,3.57,170.6666667,0.35,0,
17515,2931422,57328,31,1,0,12,9,1.4,219,0.19,0,
17516,2931585,29941,41,0,1,6,2,2.45,92,0,0,
17517,2931634,29941,39,1,0,12,3,0.55,242,0.01,0,
17518,2931683,29941,43,1,1,1,4,0.82,86.7,0.3,1,
17519,2931760,29941,69,0,1,12,4,1.21,161.12,0.02,0,
17520,2931870,29941,35,0,1,12,2,2.47,260.4,0.1,0,
17521,2932241,57328,73,0,1,12,3,1.47,248.6666667,0.1,0,
17522,2932265,29941,48,1,1,1,2,0.52,161.28,0.16,1,
17523,2932301,57328,47,0,0,6,2,0.46,233.24,0.12,1,
17524,2932556,29941,35,1,0,12,12,2.45,214.6666667,0.18,0,
17525,2932658,29941,41,1,0,1,1,2.17,232.3333333,0.22,0,
17526,2932976,57328,41,1,0,6,5,2.45,190.82,0.3,0,
17527,2933286,57328,44,1,0,6,9,0.61,105.75,0,0,
17528,2933287,29941,36,1,0,6,9,1.83,193,0.01,0,
17529,2933338,29941,55,0,0,1,3,0.9,97.86,0.44,1,
17530,2933412,29941,22,0,1,6,2,1.97,213.3333333,0.01,0,
17531,2933427,57328,21,0,1,12,5,3.31,235.4,0.01,0,
17532,2933538,57328,30,1,0,1,6,1,134.88,0.03,0,
17533,2933673,29941,45,1,1,6,3,2.21,9.6,0.12,1,
17534,2933748,29941,48,0,0,1,3,0.71,96,0.18,1,
17535,2933883,57328,32,0,0,12,9,1.81,192.3333333,0,0,
17536,2934091,57328,24,1,0,12,8,0.81,191.04,0.09,0,
17537,2934292,57328,22,0,1,12,3,1.65,177.38,0,0,
17538,2934402,57328,40,0,1,12,6,1.16,317.2,0.04,0,
17539,2934529,29941,44,0,1,1,7,1.35,217.3,0.07,0,
17540,2934559,57328,42,0,1,6,6,0.56,272.46,0.04,0,
17541,2934733,57328,30,0,1,1,4,0.24,215.6666667,0,0,
17542,2934777,57328,33,1,0,1,3,1.66,250.6666667,0.04,0,
17543,2934958,29941,30,0,1,6,7,2.12,118.86,0,0,
17544,2935032,29941,36,0,1,12,6,1.36,175.16,0.17,0,
17545,2935134,29941,36,0,1,6,4,1.82,105.04,0.06,0,
17546,2935314,33726,56,0,0,1,2,0.34,145.35,0.09,1,
17547,2935484,57328,25,0,1,12,3,1.59,222.31,0.08,0,
17548,2935554,57328,21,0,1,1,7,1.69,215,0.14,0,
17549,2935564,29941,41,1,1,1,1,1.55,51.23,0.11,1,
17550,2935741,57328,29,1,0,12,6,2.96,246.3333333,0.1,0,
17551,2935892,57328,40,0,1,12,3,1.08,194.04,0.01,0,
17552,2935914,57328,26,0,1,12,7,2.07,224,0.25,0,
17553,2935999,57328,29,0,1,1,5,1.87,233.24,0.1,0,
17554,2936036,57328,40,1,0,1,3,1.73,251.3333333,0.04,0,
17555,2936113,29941,35,1,0,1,4,2.49,169.95,0.11,0,
17556,2936276,29941,50,1,1,1,5,1.43,208.8,0.4,1,
17557,2936285,29941,30,0,1,6,11,2.28,266.3333333,0.23,0,
17558,2936314,57328,32,1,0,12,4,0.81,252.3333333,0,0,
17559,2936469,29941,79,0,1,12,6,1.51,217.77,0.11,0,
17560,2936509,57328,35,0,0,1,2,2.96,184.3333333,0.17,0,
17561,2936708,57328,37,1,0,12,10,1.45,136.24,0.14,0,
17562,2936830,57328,36,0,1,1,9,3.05,204.5,0.04,0,
17563,2936842,29941,30,0,1,6,7,2.87,191.04,0.06,0,
17564,2936958,29941,66,0,1,6,3,0.46,85.57,0.08,1,
17565,2937050,57328,39,0,1,1,4,0.52,158.08,0,0,
17566,2937196,33726,38,1,1,1,3,0.89,151.74,0.15,1,
17567,2937248,29941,52,1,1,12,2,2.12,183.75,0.6,1,
17568,2937420,29941,30,0,1,6,8,2.12,243.3333333,0.36,0,
17569,2937856,57328,42,1,0,12,3,2,162.18,0.17,0,
17570,2937867,29941,47,1,0,6,4,0.79,63.96,0.19,1,
17571,2937999,57328,33,0,1,1,2,0.96,155.04,0,0,
17572,2938002,29941,32,0,1,12,9,1.21,218.4,0.08,0,
17573,2938119,29941,28,1,0,6,2,1.49,178.2,0.11,0,
17574,2938205,57328,25,1,0,1,2,1.36,275,0.11,0,
17575,2938503,29941,32,1,0,12,6,2.07,115.77,0.07,0,
